,,,,
,,0.44,"10457969556411000,00","1,045796956"
,,0.45,"10419706317328600,00","1,041970632"
,,0.46,"10376951722101500,00","1,037695172"
,,47.000.000.000.000.000,"10332049573014200,00","1,033204957"
,,0.48,"10284618091424300,00","1,028461809"
,,0.49,"10233841438970700,00","1,023384144"
,,0.5,"10181032314017400,00","1,018103231"
,,0.51,"10127113766209300,00","1,012711377"
,,0.52,"10072406119489800,00","1,007240612"
,,0.53,"10015880607125500,00","1,001588061"
,,0.54,"9959040501508430,00","0,9959040502"
,,0.55,"9903702543601440,00","0,9903702544"
,,0.56,"9848075451840990,00","0,9848075452"
,,5.700.000.000.000.000,"9791340800549460,00","0,9791340801"
,,0.58,"9733880918269620,00","0,9733880918"
,,0.59,"9681148040998000,00","0,9681148041"
,,0.6,"9626639908659140,00","0,9626639909"
,,0.61,"9573080612235550,00","0,9573080612"
,,0.62,"9524404961746350,00","0,9524404962"
,,0.63,"9472176642569800,00","0,9472176643"
,,0.64,"9424207074551730,00","0,9424207075"
,,0.65,"9377622442372610,00","0,9377622442"
,,0.66,"9329406331294400,00","0,9329406331"
,,0.67,"9286321704822490,00","0,9286321705"
,,0.68,"9242700564461920,00","0,9242700564"
,,6.900.000.000.000.000,"9202411716520080,00","0,9202411717"
,,7.000.000.000.000.000,"9160877854562220,00","0,9160877855"
,,0.71,"9123014043998180,00","0,9123014044"
,,0.72,"9084916977660000,00","0,9084916978"
,,0.73,"9050685992502400,00","0,9050685993"
,,0.74,"9014477975961220,00","0,9014477976"
,,0.75,"8981853002597820,00","0,8981853003"
,,0.76,"8950939365534390,00","0,8950939366"
,,0.77,"8919897053581000,00","0,8919897054"
,,0.78,"8891408848525420,00","0,8891408849"
,,0.79,"8863272671657140,00","0,8863272672"
,,0.8,"8837456761806940,00","0,8837456762"
,,0.81,"8812259670117250,00","0,881225967"
,,8.200.000.000.000.000,"8786520052704260,00","0,8786520053"
,,8.300.000.000.000.000,"8763540531785910,00","0,8763540532"
,,0.84,"8739936172656830,00","0,8739936173"
,,0.85,"8719225088591410,00","0,8719225089"
,,0.86,"8697207949325610,00","0,8697207949"
,,0.87,"8679776741563640,00","0,8679776742"
,,0.88,"8658875048798550,00","0,8658875049"
,,0.89,"8641714207988650,00","0,8641714208"
,,0.9,"8624164999770960,00","0,8624165"
,,0.91,"8609068684006970,00","0,8609068684"
,,0.92,"8593292748061270,00","0,8593292748"
,,0.93,"8577309028952180,00","0,8577309029"
,,9.400.000.000.000.000,"8563239222112300,00","0,8563239222"
,,9.500.000.000.000.000,"8550490160863350,00","0,8550490161"
,,0.96,"8536622442966380,00","0,8536622443"
,,0.97,"8523886680321220,00","0,852388668"
,,0.98,"8512800539414660,00","0,8512800539"
,,0.99,"8500374101756460,00","0,8500374102"
,,1,"8489853546765750,00","0,8489853547"
,,01.01,"8480510103673480,00","0,8480510104"
,,01.02,"8470807590609060,00","0,8470807591"
,,01.03,"8461265309924010,00","0,846126531"
,,01.04,"8452417084952100,00","0,8452417085"
,,01.05,"8443866116610280,00","0,8443866117"
,,01.06,"8435558429812160,00","0,843555843"
,,01.07,"8427433711064820,00","0,8427433711"
,,01.08,"8421013662446280,00","0,8421013662"
,,01.09,"8414007350773330,00","0,8414007351"
,,1.1,"8407548700966660,00","0,8407548701"
,,1.11,"8401467756554100,00","0,8401467757"
,,1.12,"8394051239862510,00","0,839405124"
,,11.300.000.000.000.000,"8389292755301140,00","0,8389292755"
,,11.400.000.000.000.000,"8384122851487700,00","0,8384122851"
,,11.500.000.000.000.000,"8378747032203010,00","0,8378747032"
,,1.16,"8374011776032910,00","0,8374011776"
,,1.17,"8369559245627910,00","0,8369559246"
,,1.18,"8365160817866920,00","0,8365160818"
,,1.19,"8361697862461850,00","0,8361697862"
,,1.2,"8357771898846150,00","0,8357771899"
,,1.21,"8353924575283590,00","0,8353924575"
,,1.22,"8351114052726840,00","0,8351114053"
,,1.23,"8347429552301530,00","0,8347429552"
,,1.24,"8344930671581200,00","0,8344930672"
,,1.25,"8342222779848410,00","0,834222278"
,,1.26,"8338664196919200,00","0,8338664197"
,,1.27,"8337024744329640,00","0,8337024744"
,,1.28,"8334345709058500,00","0,8334345709"
,,1.29,"8332418163398530,00","0,8332418163"
,,1.3,"8329644382268550,00","0,8329644382"
,,1.31,"8327898612130880,00","0,8327898612"
,,1.32,"8326754047850280,00","0,8326754048"
,,1.33,"8324704903906450,00","0,8324704904"
,,1.34,"8323495185340470,00","0,8323495185"
,,1.35,"8322404661985780,00","0,8322404662"
,,1.36,"8320684504826620,00","0,8320684505"
,,1.37,"8319838558391280,00","0,8319838558"
,,13.800.000.000.000.000,"8319179333136640,00","0,8319179333"
,,13.900.000.000.000.000,"8318188502344790,00","0,8318188502"
,,14.000.000.000.000.000,"8317739360956550,00","0,8317739361"
,,1.41,"8316356487762500,00","0,8316356488"
,,1.42,"8315711848475440,00","0,8315711848"
,,1.43,"8315368350189500,00","0,831536835"
,,1.44,"8314723659790930,00","0,831472366"
,,1.45,"8314633680723360,00","0,8314633681"
,,1.46,"8313967680838740,00","0,8313967681"
,,1.47,"8314613379934480,00","0,831461338"
,,1.48,"8315021081920900,00","0,8315021082"
,,1.49,"8314445143916450,00","0,8314445144"
,,1.5,"8314386829618670,00","0,831438683"
